symbol,name,cost_price,volume,buy_date,factor,target_weight
600543,莫高股份,5.35,1200.0,2026-01-05,0.6232521418410334,0.006622516556291391
603139,康惠股份,20.47,300.0,2026-01-05,0.6229188499043506,0.006622516556291391
301372,科净源,25.37,200.0,2026-01-05,0.6221615252093352,0.006622516556291391
688096,京源环保,7.9,800.0,2026-01-05,0.6220283375599712,0.006622516556291391
603880,南卫股份,6.23,1000.0,2026-01-05,0.6208121920442934,0.006622516556291391
688021,奥福科技,18.35,300.0,2026-01-05,0.6203204137994394,0.006622516556291391
002211,ST宏达,3.2,2000.0,2026-01-05,0.6202940007210338,0.006622516556291391
002529,*ST海源,6.95,900.0,2026-01-05,0.6201552072876819,0.006622516556291391
605177,东亚药业,17.93,300.0,2026-01-05,0.620131701861323,0.006622516556291391
301515,港通医疗,20.4,300.0,2026-01-05,0.6192785430536798,0.006622516556291391
600159,大龙地产,2.77,2300.0,2026-01-05,0.619262175649885,0.006622516556291391
603331,百达精工,14.84,400.0,2026-01-05,0.6190049070211582,0.006622516556291391
600847,万里股份,11.66,500.0,2026-01-05,0.6187752592643991,0.006622516556291391
